hikey,InceptionV3_pb_tf_opt4,torchvision_models_inception_v3_torch_opt4,0.21579798466720962,1.532273454195815,
hikey,InceptionV3_pb_tf_opt4,inception_v3_tflite_tflite_opt4,0.26808009073170636,1.2266687373055531,
hikey,InceptionV3_pb_tf_opt4,torchvision_models_inception_v3_torch_opt4,0.21579798466720962,1.532273454195815,
hikey,InceptionV3_pb_tf_opt4,inception_v3_tflite_tflite_opt4,0.26808009073170636,1.2266687373055531,
hikey,torchvision_models_inception_v3_torch_opt4,InceptionV3_pb_tf_opt4,0.21579798466720962,1.5322734541958152,
hikey,torchvision_models_inception_v3_torch_opt4,inception_v3_tflite_tflite_opt4,0.8614684892696115,0.03045347155394573,
hikey,InceptionV3_pb_tf_opt4,torchvision_models_inception_v3_torch_opt4,0.21579798466720962,1.532273454195815,
hikey,InceptionV3_pb_tf_opt4,inception_v3_tflite_tflite_opt4,0.26808009073170636,1.2266687373055531,
hikey,torchvision_models_inception_v3_torch_opt4,InceptionV3_pb_tf_opt4,0.21579798466720962,1.5322734541958152,
hikey,torchvision_models_inception_v3_torch_opt4,inception_v3_tflite_tflite_opt4,0.8614684892696115,0.03045347155394573,
hikey,inception_v3_tflite_tflite_opt4,InceptionV3_pb_tf_opt4,0.26808009073170636,1.2266687373055538,
hikey,inception_v3_tflite_tflite_opt4,torchvision_models_inception_v3_torch_opt4,0.8614684892696115,0.030453471553945698,
local,InceptionV3_pb_tf_opt4,torchvision_models_inception_v3_torch_opt4,0.9731110325826837,0.0011361936410558043,
local,InceptionV3_pb_tf_opt4,inception_v3_tflite_tflite_opt4,0.7742041266344823,0.08230424261475974,
local,InceptionV3_pb_tf_opt4,torchvision_models_inception_v3_torch_opt4,0.9731110325826837,0.0011361936410558043,
local,InceptionV3_pb_tf_opt4,inception_v3_tflite_tflite_opt4,0.7742041266344823,0.08230424261475974,
local,torchvision_models_inception_v3_torch_opt4,InceptionV3_pb_tf_opt4,0.9731110325826837,0.0011361936410558043,
local,torchvision_models_inception_v3_torch_opt4,inception_v3_tflite_tflite_opt4,0.8010668468489529,0.06349025900369887,
local,InceptionV3_pb_tf_opt4,torchvision_models_inception_v3_torch_opt4,0.9731110325826837,0.0011361936410558043,
local,InceptionV3_pb_tf_opt4,inception_v3_tflite_tflite_opt4,0.7742041266344823,0.08230424261475974,
local,torchvision_models_inception_v3_torch_opt4,InceptionV3_pb_tf_opt4,0.9731110325826837,0.0011361936410558043,
local,torchvision_models_inception_v3_torch_opt4,inception_v3_tflite_tflite_opt4,0.8010668468489529,0.06349025900369887,
local,inception_v3_tflite_tflite_opt4,InceptionV3_pb_tf_opt4,0.7742041266344823,0.08230424261475974,
local,inception_v3_tflite_tflite_opt4,torchvision_models_inception_v3_torch_opt4,0.8010668468489529,0.06349025900369888,
sovu,InceptionV3_pb_tf_opt4,inception_v3_tflite_tflite_opt4,0.24859254874302072,1.3313371560857097,
sovu,InceptionV3_pb_tf_opt4,inception_v3_tflite_tflite_opt4,0.24859254874302072,1.3313371560857097,
sovu,InceptionV3_pb_tf_opt4,inception_v3_tflite_tflite_opt4,0.24859254874302072,1.3313371560857097,
sovu,inception_v3_tflite_tflite_opt4,InceptionV3_pb_tf_opt4,0.24859254874302072,1.3313371560857097,
