hikey,opt0,opt2,0.36189989125138156,0.8313588185131516
local,opt0,opt2,0.7688554788251736,0.08636519915117742
sovu,opt4,opt2,0.24669303672215243,1.342077766145477
hikey,opt2,opt0,0.36189989125138156,0.8313588185131516
local,opt2,opt0,0.7688554788251736,0.0863651991511772
sovu,opt2,opt4,0.24669303672215243,1.3420777661454766
hikey,opt0,opt2,0.36189989125138156,0.8313588185131516
local,opt0,opt2,0.7688554788251736,0.08636519915117742
sovu,opt4,opt2,0.24669303672215243,1.342077766145477
hikey,opt2,opt0,0.36189989125138156,0.8313588185131516
local,opt2,opt0,0.7688554788251736,0.0863651991511772
sovu,opt2,opt4,0.24669303672215243,1.3420777661454766
hikey,opt0,opt2,0.36189989125138156,0.8313588185131516
local,opt0,opt2,0.7688554788251736,0.08636519915117742
sovu,opt4,opt2,0.24669303672215243,1.342077766145477
hikey,opt2,opt0,0.36189989125138156,0.8313588185131516
local,opt2,opt0,0.7688554788251736,0.0863651991511772
sovu,opt2,opt4,0.24669303672215243,1.3420777661454766
