local,opt0,opt2,0.10732216164889853,2.593640579630663
hikey,opt4,opt2,0.5061457831784437,0.44205586506196864
hikey,opt2,opt4,0.5061457831784437,0.4420558650619686
local,opt2,opt0,0.10732216164889853,2.593640579630663
local,opt0,opt2,0.10732216164889853,2.593640579630663
hikey,opt4,opt2,0.5061457831784437,0.44205586506196864
hikey,opt2,opt4,0.5061457831784437,0.4420558650619686
local,opt2,opt0,0.10732216164889853,2.593640579630663
local,opt0,opt2,0.10732216164889853,2.593640579630663
hikey,opt4,opt2,0.5061457831784437,0.44205586506196864
hikey,opt2,opt4,0.5061457831784437,0.4420558650619686
local,opt2,opt0,0.10732216164889853,2.593640579630663
